Entity,Symbol,Metric_Code,Prefix,Q2_2025_Has,Q3_2025_Has
SECURITY,SSI,SCFI_11_2,SCFI,Yes,No
SECURITY,SSI,SCFI_11_3,SCFI,Yes,No
SECURITY,SSI,SCFI_11_4,SCFI,Yes,No
SECURITY,SSI,SCFI_14_1,SCFI,Yes,No
SECURITY,SSI,SCFI_14_2,SCFI,Yes,No
SECURITY,SSI,SCFI_16_1,SCFI,Yes,No
SECURITY,SSI,SCFI_19_1,SCFI,Yes,No
SECURITY,SSI,SCFI_19_2,SCFI,Yes,No
SECURITY,SSI,SCFI_19_3,SCFI,Yes,No
SECURITY,SSI,SCFI_20_1,SCFI,Yes,No
SECURITY,SSI,SCFI_20_2,SCFI,Yes,No
SECURITY,SSI,SCFI_20_3,SCFI,Yes,No
SECURITY,SSI,SCFI_20_4,SCFI,Yes,No
SECURITY,SSI,SCFI_20_5,SCFI,Yes,No
SECURITY,SSI,SCFI_21_1,SCFI,Yes,No
SECURITY,SSI,SCFI_32_A1,SCFI,Yes,No
SECURITY,SSI,SCFI_32_A2,SCFI,Yes,No
SECURITY,SSI,SCFI_32_A3,SCFI,Yes,No
SECURITY,SSI,SCFI_35_A1,SCFI,Yes,No
SECURITY,SSI,SCFI_3_1,SCFI,Yes,No
SECURITY,SSI,SCFI_40_1,SCFI,Yes,No
SECURITY,SSI,SCFI_40_2,SCFI,Yes,No
SECURITY,SSI,SCFI_40_3,SCFI,Yes,No
SECURITY,SSI,SCFI_40_4,SCFI,Yes,No
SECURITY,SSI,SCFI_40_5,SCFI,Yes,No
SECURITY,SSI,SCFI_40_6,SCFI,Yes,No
SECURITY,SSI,SCFI_42_1,SCFI,Yes,No
SECURITY,SSI,SCFI_42_2,SCFI,Yes,No
SECURITY,SSI,SCFI_42_2A,SCFI,Yes,No
SECURITY,SSI,SCFI_42_3A,SCFI,Yes,No
SECURITY,SSI,SCFI_43_1,SCFI,Yes,No
SECURITY,SSI,SCFI_45_1,SCFI,Yes,No
SECURITY,SSI,SCFI_50_1,SCFI,Yes,No
SECURITY,SSI,SCFI_50_2,SCFI,Yes,No
SECURITY,SSI,SCFI_51_1,SCFI,Yes,No
SECURITY,SSI,SCFI_51_2,SCFI,Yes,No
SECURITY,SSI,SCFI_5_1,SCFI,Yes,No
SECURITY,SSI,SCFI_62_1,SCFI,Yes,No
SECURITY,SSI,SCFI_62_2,SCFI,Yes,No
SECURITY,SSI,SIS_11_1,SIS,Yes,No
SECURITY,SSI,SIS_11_2,SIS,Yes,No
SECURITY,SSI,SIS_1_4,SIS,Yes,No
SECURITY,SSI,SIS_202,SIS,Yes,No
SECURITY,SSI,SIS_203_1,SIS,Yes,No
SECURITY,SSI,SIS_21_4,SIS,Yes,No
SECURITY,SSI,SIS_22,SIS,Yes,No
SECURITY,SSI,SIS_22_1,SIS,Yes,No
SECURITY,SSI,SIS_23,SIS,Yes,No
SECURITY,SSI,SIS_25,SIS,Yes,No
SECURITY,SSI,SIS_28,SIS,Yes,No
SECURITY,SSI,SIS_29_1,SIS,Yes,No
SECURITY,SSI,SIS_302,SIS,Yes,No
SECURITY,SSI,SIS_303,SIS,Yes,No
SECURITY,SSI,SIS_304,SIS,Yes,No
SECURITY,SSI,SIS_305,SIS,Yes,No
SECURITY,SSI,SIS_306,SIS,Yes,No
SECURITY,SSI,SIS_307,SIS,Yes,No
SECURITY,SSI,SIS_32_1,SIS,Yes,No
SECURITY,SSI,SIS_402,SIS,Yes,No
SECURITY,SSI,SIS_43,SIS,Yes,No
SECURITY,SSI,SIS_5,SIS,Yes,No
SECURITY,SSI,SIS_500,SIS,Yes,No
SECURITY,SSI,SIS_501,SIS,Yes,No
SECURITY,SSI,SIS_502,SIS,Yes,No
SECURITY,SSI,SIS_50_1,SIS,Yes,No
SECURITY,SSI,SIS_53,SIS,Yes,No
SECURITY,SSI,SIS_54,SIS,Yes,No
SECURITY,SSI,SIS_56,SIS,Yes,No
SECURITY,SSI,SIS_61,SIS,Yes,No
SECURITY,SSI,SIS_7_1,SIS,Yes,No
SECURITY,SSI,SIS_7_2,SIS,Yes,No
SECURITY,SSI,SIS_80_1,SIS,Yes,No
SECURITY,SSI,SIS_8_1,SIS,Yes,No
SECURITY,SSI,SIS_9_1,SIS,Yes,No
SECURITY,SSI,SIS_9_2,SIS,Yes,No
SECURITY,SSI,SNOT_10,SNOT,Yes,No
SECURITY,SSI,SNOT_100,SNOT,Yes,No
SECURITY,SSI,SNOT_100_1,SNOT,Yes,No
SECURITY,SSI,SNOT_100_2,SNOT,Yes,No
SECURITY,SSI,SNOT_100_3,SNOT,Yes,No
SECURITY,SSI,SNOT_100_4,SNOT,Yes,No
SECURITY,SSI,SNOT_100_5,SNOT,Yes,No
SECURITY,SSI,SNOT_100_6,SNOT,Yes,No
SECURITY,SSI,SNOT_100_7,SNOT,Yes,No
SECURITY,SSI,SNOT_100_8,SNOT,Yes,No
SECURITY,SSI,SNOT_101,SNOT,Yes,No
SECURITY,SSI,SNOT_101_1,SNOT,Yes,No
SECURITY,SSI,SNOT_101_2,SNOT,Yes,No
SECURITY,SSI,SNOT_101_3,SNOT,Yes,No
SECURITY,SSI,SNOT_101_4,SNOT,Yes,No
SECURITY,SSI,SNOT_101_5,SNOT,Yes,No
SECURITY,SSI,SNOT_102,SNOT,Yes,No
SECURITY,SSI,SNOT_11,SNOT,Yes,No
SECURITY,SSI,SNOT_12,SNOT,Yes,No
SECURITY,SSI,SNOT_13,SNOT,Yes,No
SECURITY,SSI,SNOT_14,SNOT,Yes,No
SECURITY,SSI,SNOT_14_1,SNOT,Yes,No
SECURITY,SSI,SNOT_14_2,SNOT,Yes,No
SECURITY,SSI,SNOT_14_3,SNOT,Yes,No
SECURITY,SSI,SNOT_14_4,SNOT,Yes,No
SECURITY,SSI,SNOT_14_5,SNOT,Yes,No
SECURITY,SSI,SNOT_14_6,SNOT,Yes,No
SECURITY,SSI,SNOT_15,SNOT,Yes,No
SECURITY,SSI,SNOT_15_1,SNOT,Yes,No
SECURITY,SSI,SNOT_15_2,SNOT,Yes,No
SECURITY,SSI,SNOT_15_3,SNOT,Yes,No
SECURITY,SSI,SNOT_15_4,SNOT,Yes,No
SECURITY,SSI,SNOT_16,SNOT,Yes,No
SECURITY,SSI,SNOT_17,SNOT,Yes,No
SECURITY,SSI,SNOT_18,SNOT,Yes,No
SECURITY,SSI,SNOT_19,SNOT,Yes,No
SECURITY,SSI,SNOT_20,SNOT,Yes,No
SECURITY,SSI,SNOT_20_1,SNOT,Yes,No
SECURITY,SSI,SNOT_20_1_1,SNOT,Yes,No
SECURITY,SSI,SNOT_20_1_2,SNOT,Yes,No
SECURITY,SSI,SNOT_20_2,SNOT,Yes,No
SECURITY,SSI,SNOT_20_3,SNOT,Yes,No
SECURITY,SSI,SNOT_20_3_1,SNOT,Yes,No
SECURITY,SSI,SNOT_20_3_2,SNOT,Yes,No
SECURITY,SSI,SNOT_20_4,SNOT,Yes,No
SECURITY,SSI,SNOT_21,SNOT,Yes,No
SECURITY,SSI,SNOT_21_1,SNOT,Yes,No
SECURITY,SSI,SNOT_21_2,SNOT,Yes,No
SECURITY,SSI,SNOT_22,SNOT,Yes,No
SECURITY,SSI,SNOT_22_1,SNOT,Yes,No
SECURITY,SSI,SNOT_22_2,SNOT,Yes,No
SECURITY,SSI,SNOT_23,SNOT,Yes,No
SECURITY,SSI,SNOT_24,SNOT,Yes,No
SECURITY,SSI,SNOT_25,SNOT,Yes,No
SECURITY,SSI,SNOT_26,SNOT,Yes,No
SECURITY,SSI,SNOT_27,SNOT,Yes,No
SECURITY,SSI,SNOT_27_1,SNOT,Yes,No
SECURITY,SSI,SNOT_27_1_1,SNOT,Yes,No
SECURITY,SSI,SNOT_27_1_2,SNOT,Yes,No
SECURITY,SSI,SNOT_27_1_3,SNOT,Yes,No
SECURITY,SSI,SNOT_27_1_4,SNOT,Yes,No
SECURITY,SSI,SNOT_27_2,SNOT,Yes,No
SECURITY,SSI,SNOT_27_2_1,SNOT,Yes,No
SECURITY,SSI,SNOT_27_2_2,SNOT,Yes,No
SECURITY,SSI,SNOT_27_2_3,SNOT,Yes,No
SECURITY,SSI,SNOT_27_2_4,SNOT,Yes,No
SECURITY,SSI,SNOT_27_3,SNOT,Yes,No
SECURITY,SSI,SNOT_27_3_1,SNOT,Yes,No
SECURITY,SSI,SNOT_27_3_2,SNOT,Yes,No
SECURITY,SSI,SNOT_27_3_3,SNOT,Yes,No
SECURITY,SSI,SNOT_27_3_4,SNOT,Yes,No
SECURITY,SSI,SNOT_27_4,SNOT,Yes,No
SECURITY,SSI,SNOT_27_4_1,SNOT,Yes,No
SECURITY,SSI,SNOT_27_4_2,SNOT,Yes,No
SECURITY,SSI,SNOT_27_4_3,SNOT,Yes,No
SECURITY,SSI,SNOT_27_4_4,SNOT,Yes,No
SECURITY,SSI,SNOT_27_5,SNOT,Yes,No
SECURITY,SSI,SNOT_27_5_1,SNOT,Yes,No
SECURITY,SSI,SNOT_27_5_2,SNOT,Yes,No
SECURITY,SSI,SNOT_27_5_3,SNOT,Yes,No
SECURITY,SSI,SNOT_27_5_4,SNOT,Yes,No
SECURITY,SSI,SNOT_27_6,SNOT,Yes,No
SECURITY,SSI,SNOT_27_6_1,SNOT,Yes,No
SECURITY,SSI,SNOT_27_6_2,SNOT,Yes,No
SECURITY,SSI,SNOT_27_6_3,SNOT,Yes,No
SECURITY,SSI,SNOT_27_6_4,SNOT,Yes,No
SECURITY,SSI,SNOT_27_7,SNOT,Yes,No
SECURITY,SSI,SNOT_27_7_1,SNOT,Yes,No
SECURITY,SSI,SNOT_27_7_2,SNOT,Yes,No
SECURITY,SSI,SNOT_27_7_3,SNOT,Yes,No
SECURITY,SSI,SNOT_27_7_4,SNOT,Yes,No
SECURITY,SSI,SNOT_27_8,SNOT,Yes,No
SECURITY,SSI,SNOT_27_8_1,SNOT,Yes,No
SECURITY,SSI,SNOT_27_8_2,SNOT,Yes,No
SECURITY,SSI,SNOT_27_8_3,SNOT,Yes,No
SECURITY,SSI,SNOT_27_8_4,SNOT,Yes,No
SECURITY,SSI,SNOT_27_9,SNOT,Yes,No
SECURITY,SSI,SNOT_28,SNOT,Yes,No
SECURITY,SSI,SNOT_28_1,SNOT,Yes,No
SECURITY,SSI,SNOT_28_1_1,SNOT,Yes,No
SECURITY,SSI,SNOT_28_1_2,SNOT,Yes,No
SECURITY,SSI,SNOT_28_1_3,SNOT,Yes,No
SECURITY,SSI,SNOT_28_1_4,SNOT,Yes,No
SECURITY,SSI,SNOT_28_2,SNOT,Yes,No
SECURITY,SSI,SNOT_28_2_1,SNOT,Yes,No
SECURITY,SSI,SNOT_28_2_2,SNOT,Yes,No
SECURITY,SSI,SNOT_28_2_3,SNOT,Yes,No
SECURITY,SSI,SNOT_28_2_4,SNOT,Yes,No
SECURITY,SSI,SNOT_28_3,SNOT,Yes,No
SECURITY,SSI,SNOT_28_3_1,SNOT,Yes,No
SECURITY,SSI,SNOT_28_3_2,SNOT,Yes,No
SECURITY,SSI,SNOT_28_3_3,SNOT,Yes,No
SECURITY,SSI,SNOT_28_3_4,SNOT,Yes,No
SECURITY,SSI,SNOT_28_4,SNOT,Yes,No
SECURITY,SSI,SNOT_28_4_1,SNOT,Yes,No
SECURITY,SSI,SNOT_28_4_2,SNOT,Yes,No
SECURITY,SSI,SNOT_28_4_3,SNOT,Yes,No
SECURITY,SSI,SNOT_28_4_4,SNOT,Yes,No
SECURITY,SSI,SNOT_28_5,SNOT,Yes,No
SECURITY,SSI,SNOT_28_5_1,SNOT,Yes,No
SECURITY,SSI,SNOT_28_5_2,SNOT,Yes,No
SECURITY,SSI,SNOT_28_5_3,SNOT,Yes,No
SECURITY,SSI,SNOT_28_5_4,SNOT,Yes,No
SECURITY,SSI,SNOT_28_6,SNOT,Yes,No
SECURITY,SSI,SNOT_28_6_1,SNOT,Yes,No
SECURITY,SSI,SNOT_28_6_2,SNOT,Yes,No
SECURITY,SSI,SNOT_28_6_3,SNOT,Yes,No
SECURITY,SSI,SNOT_28_6_4,SNOT,Yes,No
SECURITY,SSI,SNOT_28_7,SNOT,Yes,No
SECURITY,SSI,SNOT_28_7_1,SNOT,Yes,No
SECURITY,SSI,SNOT_28_7_2,SNOT,Yes,No
SECURITY,SSI,SNOT_28_7_3,SNOT,Yes,No
SECURITY,SSI,SNOT_28_7_4,SNOT,Yes,No
SECURITY,SSI,SNOT_28_8,SNOT,Yes,No
SECURITY,SSI,SNOT_28_8_1,SNOT,Yes,No
SECURITY,SSI,SNOT_28_8_2,SNOT,Yes,No
SECURITY,SSI,SNOT_28_8_3,SNOT,Yes,No
SECURITY,SSI,SNOT_28_8_4,SNOT,Yes,No
SECURITY,SSI,SNOT_28_9,SNOT,Yes,No
SECURITY,SSI,SNOT_29,SNOT,Yes,No
SECURITY,SSI,SNOT_30,SNOT,Yes,No
SECURITY,SSI,SNOT_31,SNOT,Yes,No
SECURITY,SSI,SNOT_38A,SNOT,Yes,No
SECURITY,SSI,SNOT_38_12A,SNOT,Yes,No
SECURITY,SSI,SNOT_38_1_2,SNOT,Yes,No
SECURITY,SSI,SNOT_47_12A,SNOT,Yes,No
SECURITY,SSI,SNOT_47_1_2,SNOT,Yes,No
SECURITY,SSI,SNOT_79_1_1,SNOT,Yes,No
SECURITY,SSI,SNOT_79_1_10,SNOT,Yes,No
SECURITY,SSI,SNOT_79_1_11,SNOT,Yes,No
SECURITY,SSI,SNOT_79_1_11_1,SNOT,Yes,No
SECURITY,SSI,SNOT_79_1_2,SNOT,Yes,No
SECURITY,SSI,SNOT_79_1_3,SNOT,Yes,No
SECURITY,SSI,SNOT_79_1_4,SNOT,Yes,No
SECURITY,SSI,SNOT_79_1_5,SNOT,Yes,No
SECURITY,SSI,SNOT_79_1_6,SNOT,Yes,No
SECURITY,SSI,SNOT_79_1_7,SNOT,Yes,No
SECURITY,SSI,SNOT_79_1_8,SNOT,Yes,No
SECURITY,SSI,SNOT_79_1_9,SNOT,Yes,No
SECURITY,SSI,SNOT_79_2_1,SNOT,Yes,No
SECURITY,SSI,SNOT_79_2_2,SNOT,Yes,No
SECURITY,SSI,SNOT_79_2_3,SNOT,Yes,No
SECURITY,SSI,SNOT_79_2_4,SNOT,Yes,No
SECURITY,SSI,SNOT_8,SNOT,Yes,No
SECURITY,SSI,SNOT_81_11,SNOT,Yes,No
SECURITY,SSI,SNOT_83_4,SNOT,Yes,No
SECURITY,SSI,SNOT_84_3,SNOT,Yes,No
SECURITY,SSI,SNOT_86,SNOT,Yes,No
SECURITY,SSI,SNOT_86_1,SNOT,Yes,No
SECURITY,SSI,SNOT_86_2,SNOT,Yes,No
SECURITY,SSI,SNOT_86_3,SNOT,Yes,No
SECURITY,SSI,SNOT_87,SNOT,Yes,No
SECURITY,SSI,SNOT_87_1,SNOT,Yes,No
SECURITY,SSI,SNOT_87_2,SNOT,Yes,No
SECURITY,SSI,SNOT_87_3,SNOT,Yes,No
SECURITY,SSI,SNOT_88,SNOT,Yes,No
SECURITY,SSI,SNOT_88_1,SNOT,Yes,No
SECURITY,SSI,SNOT_88_2,SNOT,Yes,No
SECURITY,SSI,SNOT_88_3,SNOT,Yes,No
SECURITY,SSI,SNOT_89,SNOT,Yes,No
SECURITY,SSI,SNOT_89_1,SNOT,Yes,No
SECURITY,SSI,SNOT_89_2,SNOT,Yes,No
SECURITY,SSI,SNOT_89_3,SNOT,Yes,No
SECURITY,SSI,SNOT_8_1,SNOT,Yes,No
SECURITY,SSI,SNOT_8_2,SNOT,Yes,No
SECURITY,SSI,SNOT_8_3,SNOT,Yes,No
SECURITY,SSI,SNOT_8_4,SNOT,Yes,No
SECURITY,SSI,SNOT_8_5,SNOT,Yes,No
SECURITY,SSI,SNOT_8_6,SNOT,Yes,No
SECURITY,SSI,SNOT_8_7,SNOT,Yes,No
SECURITY,SSI,SNOT_9,SNOT,Yes,No
SECURITY,SSI,SNOT_90,SNOT,Yes,No
SECURITY,SSI,SNOT_90_1,SNOT,Yes,No
SECURITY,SSI,SNOT_90_2,SNOT,Yes,No
SECURITY,SSI,SNOT_91,SNOT,Yes,No
SECURITY,SSI,SNOT_91_1,SNOT,Yes,No
SECURITY,SSI,SNOT_91_2,SNOT,Yes,No
SECURITY,SSI,SNOT_91_3,SNOT,Yes,No
SECURITY,SSI,SNOT_91_4,SNOT,Yes,No
SECURITY,SSI,SNOT_91_5,SNOT,Yes,No
SECURITY,SSI,SNOT_92,SNOT,Yes,No
SECURITY,SSI,SNOT_92_1,SNOT,Yes,No
SECURITY,SSI,SNOT_92_2,SNOT,Yes,No
SECURITY,SSI,SNOT_93,SNOT,Yes,No
SECURITY,SSI,SNOT_93_1,SNOT,Yes,No
SECURITY,SSI,SNOT_93_2,SNOT,Yes,No
SECURITY,SSI,SNOT_93_3,SNOT,Yes,No
SECURITY,SSI,SNOT_93_4,SNOT,Yes,No
SECURITY,SSI,SNOT_93_5,SNOT,Yes,No
SECURITY,SSI,SNOT_93_6,SNOT,Yes,No
SECURITY,SSI,SNOT_94,SNOT,Yes,No
SECURITY,SSI,SNOT_94_1,SNOT,Yes,No
SECURITY,SSI,SNOT_94_2,SNOT,Yes,No
SECURITY,SSI,SNOT_94_3,SNOT,Yes,No
SECURITY,SSI,SNOT_94_4,SNOT,Yes,No
SECURITY,SSI,SNOT_94_4_1,SNOT,Yes,No
SECURITY,SSI,SNOT_94_4_2,SNOT,Yes,No
SECURITY,SSI,SNOT_94_4_3,SNOT,Yes,No
SECURITY,SSI,SNOT_94_5,SNOT,Yes,No
SECURITY,SSI,SNOT_94_6,SNOT,Yes,No
SECURITY,SSI,SNOT_94_6_1,SNOT,Yes,No
SECURITY,SSI,SNOT_94_6_2,SNOT,Yes,No
SECURITY,SSI,SNOT_94_6_3,SNOT,Yes,No
SECURITY,SSI,SNOT_94_6_4,SNOT,Yes,No
SECURITY,SSI,SNOT_94_6_5,SNOT,Yes,No
SECURITY,SSI,SNOT_94_6_6,SNOT,Yes,No
SECURITY,SSI,SNOT_95,SNOT,Yes,No
SECURITY,SSI,SNOT_95_1,SNOT,Yes,No
SECURITY,SSI,SNOT_95_2,SNOT,Yes,No
SECURITY,SSI,SNOT_95_3,SNOT,Yes,No
SECURITY,SSI,SNOT_95_4,SNOT,Yes,No
SECURITY,SSI,SNOT_95_5,SNOT,Yes,No
SECURITY,SSI,SNOT_95_6,SNOT,Yes,No
SECURITY,SSI,SNOT_95_7,SNOT,Yes,No
SECURITY,SSI,SNOT_95_8,SNOT,Yes,No
SECURITY,SSI,SNOT_96,SNOT,Yes,No
SECURITY,SSI,SNOT_96_1,SNOT,Yes,No
SECURITY,SSI,SNOT_96_2,SNOT,Yes,No
SECURITY,SSI,SNOT_96_3,SNOT,Yes,No
SECURITY,SSI,SNOT_96_4,SNOT,Yes,No
SECURITY,SSI,SNOT_96_5,SNOT,Yes,No
SECURITY,SSI,SNOT_96_6,SNOT,Yes,No
SECURITY,SSI,SNOT_96_7,SNOT,Yes,No
SECURITY,SSI,SNOT_96_8,SNOT,Yes,No
SECURITY,SSI,SNOT_97,SNOT,Yes,No
SECURITY,SSI,SNOT_97_1,SNOT,Yes,No
SECURITY,SSI,SNOT_97_2,SNOT,Yes,No
SECURITY,SSI,SNOT_97_3,SNOT,Yes,No
SECURITY,SSI,SNOT_97_4,SNOT,Yes,No
SECURITY,SSI,SNOT_97_5,SNOT,Yes,No
SECURITY,SSI,SNOT_97_6,SNOT,Yes,No
SECURITY,SSI,SNOT_97_7,SNOT,Yes,No
SECURITY,SSI,SNOT_97_8,SNOT,Yes,No
SECURITY,SSI,SNOT_97_9,SNOT,Yes,No
SECURITY,SSI,SNOT_98,SNOT,Yes,No
SECURITY,SSI,SNOT_98_1,SNOT,Yes,No
SECURITY,SSI,SNOT_98_2,SNOT,Yes,No
SECURITY,SSI,SNOT_98_3,SNOT,Yes,No
SECURITY,SSI,SNOT_99,SNOT,Yes,No
SECURITY,SSI,SNOT_99_1,SNOT,Yes,No
SECURITY,SSI,SNOT_99_2,SNOT,Yes,No
SECURITY,SSI,SNOT_99_3,SNOT,Yes,No
SECURITY,SSI,SNOT_99_4,SNOT,Yes,No
SECURITY,SSI,SNOT_99_5,SNOT,Yes,No
SECURITY,SSI,SNOT_99_6,SNOT,Yes,No
SECURITY,SSI,SNOT_9_1,SNOT,Yes,No
SECURITY,SSI,SNOT_9_2,SNOT,Yes,No
SECURITY,SSI,SNOT_9_3,SNOT,Yes,No
SECURITY,SSI,SNOT_9_4,SNOT,Yes,No
SECURITY,HCM,SBS_111_2,SBS,Yes,No
SECURITY,HCM,SBS_111_3,SBS,Yes,No
SECURITY,HCM,SBS_111_4,SBS,Yes,No
SECURITY,HCM,SBS_113,SBS,Yes,No
SECURITY,HCM,SBS_115,SBS,Yes,No
SECURITY,HCM,SBS_116,SBS,Yes,No
SECURITY,HCM,SBS_117,SBS,Yes,No
SECURITY,HCM,SBS_117_0,SBS,Yes,No
SECURITY,HCM,SBS_117_1,SBS,Yes,No
SECURITY,HCM,SBS_117_2,SBS,Yes,No
SECURITY,HCM,SBS_117_3,SBS,Yes,No
SECURITY,HCM,SBS_117_3_1,SBS,Yes,No
SECURITY,HCM,SBS_117_4,SBS,Yes,No
SECURITY,HCM,SBS_117_5,SBS,Yes,No
SECURITY,HCM,SBS_117_6,SBS,Yes,No
SECURITY,HCM,SBS_117_7,SBS,Yes,No
SECURITY,HCM,SBS_119,SBS,Yes,No
SECURITY,HCM,SBS_120,SBS,Yes,No
SECURITY,HCM,SBS_121,SBS,Yes,No
SECURITY,HCM,SBS_121_1,SBS,Yes,No
SECURITY,HCM,SBS_121_2,SBS,Yes,No
SECURITY,HCM,SBS_121_3,SBS,Yes,No
SECURITY,HCM,SBS_129_1,SBS,Yes,No
SECURITY,HCM,SBS_129_2,SBS,Yes,No
SECURITY,HCM,SBS_129_3,SBS,Yes,No
SECURITY,HCM,SBS_129_4,SBS,Yes,No
SECURITY,HCM,SBS_129_5,SBS,Yes,No
SECURITY,HCM,SBS_132,SBS,Yes,No
SECURITY,HCM,SBS_135,SBS,Yes,No
SECURITY,HCM,SBS_136,SBS,Yes,No
SECURITY,HCM,SBS_138,SBS,Yes,No
SECURITY,HCM,SBS_139,SBS,Yes,No
SECURITY,HCM,SBS_210,SBS,Yes,No
SECURITY,HCM,SBS_211,SBS,Yes,No
SECURITY,HCM,SBS_211_1,SBS,Yes,No
SECURITY,HCM,SBS_211_2,SBS,Yes,No
SECURITY,HCM,SBS_211_3,SBS,Yes,No
SECURITY,HCM,SBS_211_4,SBS,Yes,No
SECURITY,HCM,SBS_211_5,SBS,Yes,No
SECURITY,HCM,SBS_211_6,SBS,Yes,No
SECURITY,HCM,SBS_211_7,SBS,Yes,No
SECURITY,HCM,SBS_212,SBS,Yes,No
SECURITY,HCM,SBS_212_1,SBS,Yes,No
SECURITY,HCM,SBS_212_2,SBS,Yes,No
SECURITY,HCM,SBS_212_3,SBS,Yes,No
SECURITY,HCM,SBS_212_4,SBS,Yes,No
SECURITY,HCM,SBS_212_5,SBS,Yes,No
SECURITY,HCM,SBS_212_6,SBS,Yes,No
SECURITY,HCM,SBS_213,SBS,Yes,No
SECURITY,HCM,SBS_223B,SBS,Yes,No
SECURITY,HCM,SBS_224,SBS,Yes,No
SECURITY,HCM,SBS_225,SBS,Yes,No
SECURITY,HCM,SBS_226A,SBS,Yes,No
SECURITY,HCM,SBS_226B,SBS,Yes,No
SECURITY,HCM,SBS_229B,SBS,Yes,No
SECURITY,HCM,SBS_230,SBS,Yes,No
SECURITY,HCM,SBS_231,SBS,Yes,No
SECURITY,HCM,SBS_232A,SBS,Yes,No
SECURITY,HCM,SBS_232B,SBS,Yes,No
SECURITY,HCM,SBS_240,SBS,Yes,No
SECURITY,HCM,SBS_240A,SBS,Yes,No
SECURITY,HCM,SBS_255_1,SBS,Yes,No
SECURITY,HCM,SBS_255_2,SBS,Yes,No
SECURITY,HCM,SBS_255_3,SBS,Yes,No
SECURITY,HCM,SBS_256,SBS,Yes,No
SECURITY,HCM,SBS_260,SBS,Yes,No
SECURITY,HCM,SBS_313,SBS,Yes,No
SECURITY,HCM,SBS_314,SBS,Yes,No
SECURITY,HCM,SBS_315,SBS,Yes,No
SECURITY,HCM,SBS_316,SBS,Yes,No
SECURITY,HCM,SBS_317,SBS,Yes,No
SECURITY,HCM,SBS_319,SBS,Yes,No
SECURITY,HCM,SBS_321,SBS,Yes,No
SECURITY,HCM,SBS_323,SBS,Yes,No
SECURITY,HCM,SBS_326,SBS,Yes,No
SECURITY,HCM,SBS_327,SBS,Yes,No
SECURITY,HCM,SBS_328,SBS,Yes,No
SECURITY,HCM,SBS_329_1,SBS,Yes,No
SECURITY,HCM,SBS_329_2,SBS,Yes,No
SECURITY,HCM,SBS_329_3,SBS,Yes,No
SECURITY,HCM,SBS_330,SBS,Yes,No
SECURITY,HCM,SBS_331_1,SBS,Yes,No
SECURITY,HCM,SBS_332,SBS,Yes,No
SECURITY,HCM,SBS_340,SBS,Yes,No
SECURITY,HCM,SBS_341,SBS,Yes,No
SECURITY,HCM,SBS_342,SBS,Yes,No
SECURITY,HCM,SBS_343,SBS,Yes,No
SECURITY,HCM,SBS_344,SBS,Yes,No
SECURITY,HCM,SBS_345,SBS,Yes,No
SECURITY,HCM,SBS_346,SBS,Yes,No
SECURITY,HCM,SBS_347,SBS,Yes,No
SECURITY,HCM,SBS_348,SBS,Yes,No
SECURITY,HCM,SBS_349,SBS,Yes,No
SECURITY,HCM,SBS_350,SBS,Yes,No
SECURITY,HCM,SBS_350_1,SBS,Yes,No
SECURITY,HCM,SBS_351,SBS,Yes,No
SECURITY,HCM,SBS_352,SBS,Yes,No
SECURITY,HCM,SBS_353,SBS,Yes,No
SECURITY,HCM,SBS_353_1,SBS,Yes,No
SECURITY,HCM,SBS_353_2,SBS,Yes,No
SECURITY,HCM,SBS_354,SBS,Yes,No
SECURITY,HCM,SBS_355,SBS,Yes,No
SECURITY,HCM,SBS_356,SBS,Yes,No
SECURITY,HCM,SBS_357,SBS,Yes,No
SECURITY,HCM,SBS_411_1B,SBS,Yes,No
SECURITY,HCM,SBS_411_3,SBS,Yes,No
SECURITY,HCM,SBS_411_4,SBS,Yes,No
SECURITY,HCM,SBS_412,SBS,Yes,No
SECURITY,HCM,SBS_413,SBS,Yes,No
SECURITY,HCM,SBS_414_1,SBS,Yes,No
SECURITY,HCM,SBS_415,SBS,Yes,No
SECURITY,HCM,SBS_416,SBS,Yes,No
SECURITY,HCM,SBS_417_2_1,SBS,Yes,No
SECURITY,HCM,SBS_417_2_2,SBS,Yes,No
SECURITY,HCM,SBS_418,SBS,Yes,No
SECURITY,HCM,SBS_418_1,SBS,Yes,No
SECURITY,HCM,SBS_420,SBS,Yes,No
SECURITY,HCM,SBS_420_1,SBS,Yes,No
SECURITY,HCM,SBS_420_2,SBS,Yes,No
SECURITY,HCM,SBS_420_3,SBS,Yes,No
SECURITY,HCM,SBS_440_1,SBS,Yes,No
SECURITY,HCM,SBS_440_2,SBS,Yes,No
SECURITY,HCM,SCFI_04A1,SCFI,Yes,No
SECURITY,HCM,SCFI_04A2,SCFI,Yes,No
SECURITY,HCM,SCFI_101_3,SCFI,Yes,No
SECURITY,HCM,SCFI_103_3,SCFI,Yes,No
SECURITY,HCM,SCFI_11_1,SCFI,Yes,No
SECURITY,HCM,SCFI_11_2,SCFI,Yes,No
SECURITY,HCM,SCFI_11_3,SCFI,Yes,No
SECURITY,HCM,SCFI_11_4,SCFI,Yes,No
SECURITY,HCM,SCFI_14_1,SCFI,Yes,No
SECURITY,HCM,SCFI_14_2,SCFI,Yes,No
SECURITY,HCM,SCFI_16_1,SCFI,Yes,No
